date,solve_secs,day,author,clues
2017-11-09,1491.0,Thursday,BRUCE HAIGHT,"['Delights', 'James or Luther of R&B', 'Liberal arts dept.', 'Further', 'Orator who declared ""Laws are silent in times of war""', 'Drink mentioned in the chorus of ""American Pie""', 'Words spoken just before a TV commercial', 'I.R.S. form 5498 subj.', 'Powerful bloodline?', '""The Black Tulip"" author', 'Polo, for one', 'Words of retraction', 'Bad-weather gear', 'Transfer', 'Hebrides isle', 'Pie flavor', 'Credit Suisse rival', 'Comment upon making a fateful decision', 'Attention', 'Swim meet event', 'Brand with ""Thick & Fluffy"" products', 'Heaven', 'Proceed smoothly', '""Uh-oh, here they are again""', 'Second-generation Japanese-American', 'Pro and Mini purchases', 'Per person', ""Man's name that's three consecutive letters of the alphabet"", 'Angry words said after ""Get out of here!""', 'Munchkin', 'Battle of ___ (1797 Napoleon victory)', 'State', 'Person using binoculars, maybe', 'Told tales', 'Able to move nicely', 'Gab', 'Shout accented on the second syllable', 'Fashion inits.', 'Vehicle that gets cell service?', 'One doing a mob hit', 'Mob boss Frank', ""I.M.'ing option"", 'Agcy. issuance', 'NPR journalist Shapiro', 'He adopted Esther in the Book of Esther', 'Sex drive and others', 'Variety of dark-skinned grape', 'Winemaking need', 'This and that', 'Actress Hagen', 'Hurt maliciously', 'Kerfuffle', 'What kindness and honesty reveal', 'Saw', 'Musician with the 1987 instrumental hit ""Songbird""', 'Stew (over)', '""Whereupon ...""', ""Cambodia's Lon ___"", 'General Mills corn snack bit', 'Absolut rival, informally', 'Go-between', 'Bases of TED talks', 'Acid', 'Go ___ great length', 'Essences', '""Gimme a high-five!""', 'Wore', 'More than 1% or 2%', 'Tennyson\'s ""Geraint and ___""', 'Long in Hollywood', 'Binge-watching aid, in brief', ""There's one for every season, for short"", 'Poetic contraction', 'Shout']"
2017-11-10,1385.0,Friday,PATRICK BERRY,"['Midway sights', 'Standard position?', 'Lifeless', ""Dominican fashion designer's last name ..."", '... and first name', 'Uffizi work', 'City that straddles the Arkansas River', 'Leaves penniless', 'Like', 'Where people mix at parties?', 'Match up, as accounts', 'Find fault', 'Bird called a ""diver"" in the U.K.', 'Leonine features', 'Cabinet department', 'Covered, in a way', 'Great American Ball Park team', 'Tech enthusiast, say', 'Bad call?', 'Render pliable', 'Spring segment', '""Egypt was the gift of the ___"": Herodotus', 'Leader of the Partisans in W.W. II', '""Lovers Who Wander"" singer, 1962', 'Cook, as latkes', 'Band-Aid site', 'On sight', 'Subject of the 2014 documentary ""Life Itself""', 'Pet store bagful', 'Without allies', 'Willa Cather novel whose title ends with an exclamation point', 'Radio component', '""Am I forgetting anything?""', 'Disreputable', ""It's often read metaphorically"", 'Isolated', 'Set forth', 'Chapters of history', 'Item dropped in the drink?', 'Superhero with hooves and a tail', 'Jason with the #1 country hit ""Dirt Road Anthem""', 'Retired hoopster Odom', 'Human member of an old TV trio', 'Bit of attire for a bellhop', ""Fats Domino's real first name"", 'Onetime New York company famous for making art glass', 'Most sour', 'Ward bosses?', 'Shake', 'Metaphor for a jammed highway', 'Come together', 'Unload, say', 'Yield (to)', 'Club owners', 'Got plenty upset', 'Marker writing', 'U.N. member whose capital comes last alphabetically', 'Not kidding', '""Great shot!""', 'Completely changed course', 'Final outcome of a firing', 'Edict of ___ (Huguenot Wars ender)', 'Star of 2016\'s ""Lion""', '""Horseman, pass by!"" poet', 'Airport security holdup', 'Like Alice\'s gown in ""Alice in Wonderland""']"
2017-11-11,1671.0,Saturday,MICHAEL SHTEYMAN and GEORGE BARANY,"['Array in ancient battles', 'Hot beverage', 'Bradford and Bradshaw, for two: Abbr.', 'What ""It"" is', 'New England state sch.', 'Something tested at an auto shop', 'Whose tears create the morning dew, in myth', 'Obliterate', 'Until', 'Multitude', 'Multitude', 'Presidential inits.', ""World's second most populous landlocked country, after Ethiopia"", 'Part of many a business name', 'Deli counter sign', 'Old union member: Abbr.', 'Text alert?', 'Time for remembrance', 'Freaking out, say', 'Scale notes', 'Debugging?', 'Comments like ""Yer joshin\'!""', 'Things applied to black eyes, traditionally', ""It doesn't come full circle"", 'Group in any circle in a Venn diagram', 'Cool, in slang', 'Twerp', 'Friend, in Firenze', 'Eponymous weapon designer', 'Plow puller', 'Feature of coastal Louisiana', '1964 role for Honor Blackman', 'Wedded', '""If you ask me ...,"" for short', 'How many letters are in the longest answers in this puzzle - or how many of these answers there are', '""Yentl"" setting', 'Agatha Christie once described him as a ""detestable, bombastic, tiresome little creature""', 'Something to run', 'Symbol of bloodlust', 'Star of TV\'s ""The Untouchables""', 'Foreign title: Abbr.', 'Go hand to hand?', '60-Across, to 34-Across, e.g.', 'Explains', 'W.W. II hero', 'Pop icon, to members of her ""hive""', 'Expand', 'One of a pair of fraternal twins, maybe', 'Fail', 'Dances done in 2/4 time', 'The Mediterranean, to ancient Romans', '1942-43 battle site', 'Cost', 'Pass', ""Chicago's ___ Center"", 'Acting as a partition', 'Relief for xerosis', '1/1,000 of a yen', 'Computer addresses, for short', ""Luddite's opposite, of a sort"", 'Dilapidated', 'Polymathic Isaac', 'Words of support', 'Like home, on rare occasions', 'Opposite of dirty', 'Contingency phrase', 'What a marker may mark', 'Subj. of some conspiracy theories', 'Print quality meas.', 'Museum estimate, maybe']"
2017-11-12,2750.0,Sunday,ED SESSA ,"[""Philbin's onetime morning co-host"", 'Equality-promoting org.', 'Those who believe everything has a spirit', 'Off base', 'Small songbird', 'Patronized a restaurant', 'Prodigality?', 'Emmy-winning actor on ""The West Wing""', 'Spinny pool shot', 'Direct (toward)', 'Part of many German names', '""Ready?"" response', 'Hog seller?', ""Chefs' hats"", 'Corp. budget item', '1969 self-titled jazz album', 'Salad alternative', 'Trouble maker', 'Depend (on)', 'Letters of warning on internet sites', ""Radiologist's tool, for short"", 'Cigar City, so-called on account of a former major industry', 'A part of Life?', 'Irritate', 'Suffix with market', 'Mr. Magoo biopic?', 'Actress Thurman', 'N.Y.C. subway letters', 'High school sweethearts', '""___ said ...""', 'Birthplace of Emily Dickinson', 'Sloppy sort', 'Roadblock', 'Canadian coin, informally', 'Like rebate coupons, typically', '""How cool!""', 'Actor Kilmer', 'Cuckoo or dodo?', 'Locale for a flock', 'Nonreactive', 'Abbr. in a military title', 'Dark times, informally', 'Trickster', ""Mariner's org."", 'Small', 'Resembling down', 'General ___ chicken', ""Buccaneer's quaff"", 'Was on a crowded bus, say', 'Soprano Renata', 'Prepares cube steak?', 'Altar sites', 'A/C stat', 'Gay who wrote ""Frank Sinatra Has a Cold""', '""I ___ talking to you!""', 'The ""E"" of E.D.', 'All-day gripe sessions?', 'Like a rope in tug of war', 'Northern Iraqi', 'Alter ego on ""The Simpsons""', ""Tightwads' opposites"", 'Hungers', 'Questionable', 'Ones in a mess, informally', 'Question: Abbr.', 'Pot-au-___ (French stew)', 'Basis of the plot of ""Gone Girl""', 'Like Corinthian columns', 'Bacilli shapes', 'Habiliments', ""Cobbler's tool"", 'Vineyard designation', '___ Cayes (Haitian port)', 'Not related?', 'Gilbert who wrote ""Love and Death on Long Island""', 'Rosetta Stone discovery site', 'In a senseless way', 'Deranged, in slang', 'Polish movie named Best Foreign Language Film of 2014', 'Work out', ""Henry VII's house"", 'Lee who co-created the Avengers', 'Not an elective: Abbr.', ""Flower colored by Aphrodite's blood, in myth"", '""You know who this is""', '""A Visit From St. Nicholas"" poet', 'Ways out of embarrassing situations?', 'Polished', 'It may have a ring to it', 'Enero a diciembre', 'Civil rights activist Guinier', 'Laker legend with a size 22 sneaker, informally', 'Something absolutely necessary', 'Fast-paced two-player card game', 'Munchies, say', 'Enumerations of things to be sat on?', 'Is plenty angry', 'Song words before ""the World"" and ""the Champions""', 'Like pre-1917 Russia', 'Green shells', 'Animal with a flexible snout', 'Early title for Julius Caesar', 'Brightest star in Orion', ""Apollo 11's Eagle, for short"", 'What Lionel Messi wears', ""Brazil's ___ Bernardo do Campo"", 'Choreographer Ailey', '2016 film set in Polynesia', 'Et ___ (footnote abbr.)', 'Document certifiers, for short', 'Countenance', 'Sorting category on iTunes', 'Vacuum tube component', 'Cousin of a spoonbill', 'Alleged psychic exposed by the Amazing Randi', 'Co-authors Margret and H. A.', 'Theatricalize', 'Lhasa ___ (dogs)', '""Old World Style"" pasta sauce brand', 'Glacial deposit', 'Opposition', 'Easy question', '""I dare you to do better!""', 'Snitched on, with ""out""', ""Lucy's place, in a Beatles song"", '""Impossible!""', 'Leash, e.g.', 'Line (up)', 'Ones on the outsides of brackets', '""Yuck!""', 'Forgeries', 'Pot growers?', 'Kind of vaccine', 'Cardboard container: Abbr.', '""___ pasa?""', 'Decorative garden item', ""Source of much of Google's income"", 'Fictional creature made from heat and slime', 'Unspecified degree', '___ milk']"
2017-11-13,1300.0,Monday,PETER A. COLLINS,"['Things kindergartners learn', 'In addition', '""The Naked ___"" (Goya painting)', 'Bit of snow', 'What some bills become', 'Burden', 'Dog-___ (like some old book pages)', '""Told ya!""', 'With 37- and 52-Across, #11 on the American Film Institute\'s ""100 Years ... 100 Movie Quotes"" list', 'Freezerful', 'Put in a bibliography', 'Have the wheel', '""Rebecca"" author Du Maurier', 'The ""Homo"" in Homo sapiens', 'In the past', 'Former lovers', 'See 20-Across', 'Accepts begrudgingly, as a minor flaw', '___TV (Time Warner channel)', 'Casting assignments', 'Meryl who portrayed Margaret Thatcher', '43rd U.S. president, informally', 'One of 18 on an 18-wheeler', 'Bear: Sp.', 'See 20-Across', 'Make over', 'Winter drink', 'Data', 'Plains tribe', 'Drug bust units', ""With 66- and 67-Across, source of this puzzle theme's quote"", 'See 65-Across', 'See 65-Across', 'Two or three', 'Ho-hum', '___ mia (Italian term of endearment)', 'Quick drawing', '___ and kicking', 'One poked through the eye?', 'Free goodies at an event', 'Nobel Peace Prize city', '""The Simpsons"" bartender', 'Actress MacDowell of ""Four Weddings and a Funeral""', 'Electricity, slangily', 'Fall bloomer', 'Olympic hurdler Moses', 'Shipmate of Capt. Kirk and Mr. Spock', 'Summer in France', 'Peter the Great, e.g.', 'Author Roald', 'Pulitzer Prize-winning author James', 'City with piers', 'Alternatives to mums', '""The Sopranos"" Emmy winner Falco', ""Packers' and Panthers' org."", '""Make ___ what you will""', 'Portion (out)', ""Raison d'___"", ""Campbell's product"", 'Athletic achievement award', 'Susan with the 1978 best seller ""Compromising Positions""', 'Camera type, for short', 'Something confessed in a confessional', 'Pulling a rabbit out of a hat, e.g.', 'Pull back, as in horror', 'Kind of column in architecture', '""___ hooks"" (shipping caution)', 'Highly successful, in theaterspeak', 'Readied, as a musical instrument', 'Cry of anticipation', 'Big name in photocopiers, once', 'Where the U.S. flag has flown since 1969', 'Anticensorship org.', 'Swiped', 'Abate', '""You\'ve got mail"" co.']"
2017-11-14,980.0,Tuesday,JEFF CHEN and JERRY MICCOLIS,"['No longer a minor', ""Teenager's woe"", '""___ and the Real Girl"" (Ryan Gosling film)', 'Video game lover of Princess Peach', '""Darn it!""', 'Affirm', '*Sugar craving', 'Whom Dory and Marlin found, in film', 'Niihau neckwear', '*Carved figurine popular around Christmas', ""*What never goes unpunished, it's said"", 'Enroll', 'Iraq War concerns, for short', ""O. J.'s alma mater"", 'Son of Aphrodite', 'Bit that might have the heading ""About Me""', ""Knight's title"", 'Boat in ""Jaws""', 'With 39-Across, impressive basketball feat ... or a feature shared by the answers to the six starred clues', 'See 37-Across', 'Kindle competitor', 'Half of a colon', ""First word of the Lord's Prayer"", ""Website subscriber's creation: Abbr."", 'Common place for a sports injury, for short', 'Fantasy beast', '___ fibrillation (abnormal heart rhythm)', '*Wheelchair foot strap', '*Pet cage feature', 'Emceed, e.g.', 'Running behind', '*Figurehead?', 'P ___ psychology (unhelpful spelling clarification)', 'Princess created by L. Frank Baum', 'Garlic unit', 'Small change', 'Witnessed', 'Far from fuzzy, for short', 'Baseball execs', 'Kind of food or footage', 'Mined find', 'Brandishes', '""O.K., understood""', 'Kerfuffle', 'Sights at malls on Black Friday', 'Post-W.W. II alliance', 'Cultural value system', ""Russia's seizure of Crimea, e.g."", 'Big name in skin care', ""Ladies' men"", 'Like some enemies or testimonies', 'Scenario before extra innings', 'Like a jigsaw puzzle', 'Prez with the same initials as an N.Y.C. landmark', 'Leave out', 'Stench', '""I\'ve found it!""', 'Baby', 'Expense item for a political campaign', 'U.N. agcy. headquartered in Geneva', 'Aussie hopper', 'Episode', ""Snapchat's ghost, e.g."", 'Coin of many countries', 'What people know about you, informally', 'Order to relax', 'Dimwit', ""Google's web browser"", 'Yale, affectionately', '""Ask about it at work"" sloganeer, once', 'University of New Mexico team', 'Big game', 'Little sucker', 'Seep', ""Manhattan's home: Abbr."", 'Seed case', 'Anticipatory time', 'One crying foul?']"
2017-11-15,883.0,Wednesday,STEVEN E. ATWOOD,"['Man\'s name that means ""king""', ""Taxpayers' IDs"", 'Verbal digs', 'Palindromic farm animal', 'St. Patrick, for the Irish', 'Is a first-stringer', '*Monthly charge for a London apartment?', 'Garb', 'Targets', 'Follower of the first intermission', 'Mineral in bath powder', '*French fries on a London card table?', 'Mushroom used in sukiyaki', 'Arrives on time for', '90° from ENE', ""Like a doctor's penmanship, stereotypically"", 'Sign of spring', 'First X, say', '*Catalog from a London raincoat designer?', 'Spot in la mer', 'Herd unit', 'Learjet competitor', 'Cardinal ___', 'What like-pole magnets do', 'Johnny Appleseed, e.g.', ""*Part of a London police officer's uniform?"", 'Furtive ""Hey, you!""', 'Home of the Ewoks', 'Perfectly', 'Add, per a recipe', '*Conveyance in a multilevel London store?', 'Place for a sword', ""Dagwood's bratty neighbor"", 'Message on an offstage card', ""Lucy's sitcom pal"", 'Beat people?', 'What curtains may signify', 'TKO caller', ""Harry Potter's Hedwig, e.g."", 'Roll-call call', 'Familiar voice since 2011', 'Rascal', '""I beg to differ""', 'Weaselly sort', 'Character-building youth org.', 'What follows a cry of ""Char-r-rge!""', 'Mechanism in a unidirectional wrench', ""Words found in the answers to this puzzle's starred clues"", 'Remove with a sandblaster, say', 'Dos y cuatro', 'Bulletin board item', 'Conductors set them', 'Final frame in bowling', 'Lennox of Eurythmics', 'Atkins plan, e.g.', 'Synthetic alternative to silk', 'Suffix with sex', 'Gets ready to play basketball, say, with ""up""', 'Cat once prized for its fur', 'Airer of Ken Burns documentaries', ""Many a rapper's name"", 'George who played Norm on ""Cheers""', ""Ike's home state: Abbr."", '___ Harry, vocalist for the band Blondie', ""Fool's gold"", 'German automaker', 'First lady after Eleanor', 'Words before double or take', ""Sine's reciprocal, briefly"", 'Frida who was portrayed in film by Salma Hayek', 'Crush, in a way, with ""on""', 'Some narrative writing', 'Org. with the Original Six teams', 'What 61-Down teams play on', 'Amusement', 'Sen. Cruz']"
2017-11-16,1357.0,Thursday,ALEX EYLAR,"['Almanac entry', 'Shoots the breeze', 'What "" "" contains', 'Click it', 'Be against', 'Frequent van Gogh setting', 'See 58-Across', 'Thwarts', 'Calculator button', 'Burst of laughter', 'Say blah blah blah blah blah', 'Not just any old', 'See 25-Across', 'Was affected by too heavy a weight, say', 'Strike out', 'Paid (up)', 'General ___ (""Superman"" villain)', 'Prefix with gendered', 'See 66-Across', '22+ pages of the Oxford English Dictionary', 'Kind of look with bangs and eye shadow', 'Like good farmland', 'City light', 'More untrustworthy', 'See ??-Across', 'Application fig.', 'Something that might be settled over drinks', '___ Rohmer, French New Wave director', '""Pow!""', ""Grad students' hurdles"", 'See 17-Across', 'Transfix', 'Gig gear', 'All those in favor', 'Snookums', 'Liable to peep', 'Alternative to an elbow, maybe', 'Partner of starts', 'Smoothie fruit', '""You bet!""', 'Wile E. Coyote prop', 'Burst of laughter', 'On', 'Wake-up call?', 'What a mess!', 'What you might see the big game on', '""Survivor"" host Jeff', 'Often-questionable account', 'Quartet member', 'German steel city', 'Bid first', 'Short end of the stick', 'Come down hard?', 'Parrots a pigeon?', 'Application figs.', 'Host Mike of ""Dirty Jobs"" and ""Somebody\'s Gotta Do It""', 'Narrowly defeat', 'Madhouse', 'Some yacht assistants', 'Yacht destination, maybe', 'One who has a ball at work?', 'Upscale hotel chain', 'Brand trusted by ""cooks who know""', 'Christmas purchases', 'Corn kernel, e.g.', 'Discharges', 'Options on an IHOP table', 'Call off', 'Celeb chef Batali', ""Exclamation that's also the name of a cable channel"", ""Latin lover's phrase"", 'Teeny', 'Seemingly forever', 'Pioneering 1990s computer game', 'Get some sun', 'Something you have in a chair']"
2017-11-17,2113.0,Friday,ZHOUQIN BURNIKEL,"['Wheels for rent in the Big Apple', ""Detective's asset"", '""Yeah, whatever""', 'Lorna of fiction', 'Pressing warning', 'Had a stable job?', 'Hershey bar brand', ""Wrong Way Corrigan's wrong way"", 'Molding shape', 'Ready for action', 'One of the two film stoners who ""go to White Castle""', 'Cooler person?', 'Warning about reaching a braking point', 'Get distressed over', 'Model with the Global Chic fashion line', 'Aetna rival, informally', 'Many legal terms are in it: Abbr.', ""New York Law School's neighborhood"", 'Tyler of the screen', 'Ninny', 'It can be presidential', 'Brokerage giant since 1991', 'They get charged for trips', 'Thus far', 'Get back to business?', 'Connection points', 'Duck variety', 'Imperfection, metaphorically', 'Drum go-with', 'They may go on long walks', 'One effect of marijuana', 'Chain unit, maybe', ""They're embedded in temporal bones"", '___ revised', ""Home stadium of Japan's Yomiuri Giants"", 'Bad catches?', 'Emerges unscathed', 'Former Yankee Martinez', 'Lame excuse', 'Iota', 'Not as welcoming', 'Chain units, maybe', 'Arrow-shooting figure', 'Like many sick schoolkids', 'Mormon letters', ""Eager student's cry"", 'Android app store', 'Pickup line?', 'Relinquish', 'Ensnared', 'Without delay', 'Owed at the bar', 'E equivalent', 'Pen name', '""Hmm ...""', 'It flows near the Sistine Chapel', 'Replacement for a top sheet and blanket', 'Suggestion', '""Take your time""', 'Source of updated news and blog postings', 'Pulitzer-winning poet of 1947 and 1974', 'Opposite of expanded', 'Chase at second base', 'Emailable picture', 'Year abroad', 'Golfer Aoki', 'How the staunch stand', 'Lack of problems', 'Arch', 'Miracle-___']"
2017-11-18,1003.0,Saturday,SAM TRABUCCO,"['Youngster in a stream', 'Put the kibosh on', '""You can\'t be serious!""', 'Response to a riot', 'Modern money-saving transportation choice', 'Restraint technique in mixed martial arts', 'Setting for several ""Survivor"" seasons', 'Furnish', '""What\'s the ___?""', 'Like slapstick comics, often', 'People might profit from it', 'Ehud Barak abandoned it in 2011', 'Paint crudely', 'Partner of 27-Down', 'Smidgens', 'Series opener', 'Pokémon slogan', 'Noted corporate raider of the 1980s', 'With 10-Down, The Devil and Death', 'Date', '""I\'m off!""', 'Yore', 'Something found on a hound', 'Depreciation factor', 'Shags, e.g.', '""Hope ___ to mortals / And most believe her"": Housman', 'Roughly 18 inches', 'Possibility', '""Sure thing, bro!""', 'Flower child fashion', 'Postgrad goal, maybe', 'Cremona treasures, familiarly', 'Match book?', 'Overture, e.g.', 'Big blow for a musician?', 'The antagonists', 'Cheap cigar, slangily', 'One with a wrench in his plans?', 'Kung ___ chicken', 'Tour grp.', 'Eponym of a federal college grant', 'Beer-and-lemonade beverage', 'See 41-Across', 'Eponym of an electrical law', 'Absence of preconceived notions', 'Dodgers second baseman who won four consecutive Silver Slugger Awards beginning in 2006', 'Storied loser in an upset', 'Is forced to backpedal, say', '""The Last Emperor,"" e.g.', 'Boolean or string, in programming', 'Partner of 34-Across', 'On the up and up', 'The hardest part when making guacamole?', 'Bug catcher, often', 'ID anew, as on Facebook', 'Gymnastics superstar at the 2016 Olympics', 'One with whom your relationship is working out, briefly?', 'Icebreaker?', 'Perfect', 'Presidential middle name', 'Peon', 'Price of R&B', 'Pac-Man features', 'Sylvia of jazz', 'Reason for saying ""Pardon me""', 'Unpatentable thing', 'Put out, with ""off""', 'Home of Northwest Nazarene Univ.', 'Key used to make an exit', 'Trouble']"
2017-11-19,2719.0,Sunday,TOM MCCOY ,"['Sports figures', 'Words said through a car window', ""The Land Shark's show, for short"", 'Throw (together)', 'Fervor', ""Reno's county"", 'It may come hot or iced', '___ Modern', ""This clue's 110-Across, timewise"", 'Not definitely going to happen', 'Furry, red TV character', 'Young actress who played two main characters in ""The Parent Trap""', ""This clue's 110-Across, at the Olympics"", 'Flipped (through)', 'Former executive with the same interior letters as his company', 'As such', 'Compete (for)', 'Opposite of blanc', 'N.Y.C. attraction', '""I love her ten times more than ___ I did"": Shak.', 'Large amount', 'Steak ___', 'End of the sci-fi film titles ""First Man ..."" and ""Last Days ...""', ""This clue's 110-Across, as is relevant each November"", 'Assessment: Abbr.', 'Mork\'s boss on ""Mork & Mindy""', 'Branching point', ""Leave one's mark?"", 'Bro or sis: Abbr.', ""Phillies' div."", 'Staple of Southern cuisine', 'One after whom a Times Square museum is named', 'Prefix with -mester', ""This clue's 110-Across, to the superstitious"", 'Martinique, par exemple', 'Words of adulation', 'Mimics', 'Temple athlete', 'Clear, as a table', 'Jordan who directed ""Get Out""', ""Feline's warning"", 'Home of Oral Roberts University', 'Shakespearean plotter', ""This clue's 110-Across, in chemistry"", 'Return fee?', 'Moving companies?', 'Unit of grass', 'Article in a German paper', 'Quash', 'State sch. on the Pacific Coast', 'Co. leader', 'Beethoven dedicatee', 'Pat of ""The Karate Kid""', 'Thanksgiving role', ""This clue's 110-Across, in terms of attractiveness"", '2017 U.S. Open winner', '13th or 15th', '""My word!""', 'Something to count to understand 22-, 28-, 49-, 64-, 81- and 102-Across', '""___ It Romantic?""', 'Designer Maya', 'Dramatic battle cry', 'Ornamental crown', 'Rising concerns in modern times?', '""You rang?""', 'Primetime ___', 'Sen. Thurmond', '""Me too!!!""', 'Warble', 'Snapchat request', 'Uselessly', '___ Lanka', 'Has in an old form?', 'Labor agcy.', 'Perform perfunctorily', 'Debt note', 'Certain high school clique', 'One of the stuntmen on ""Jackass""', 'Old-fashioned ""That\'s absolutely the last time""', 'The Lonely Mountain, for Smaug', 'Play place', 'Worker', 'Place holders?', 'Kitchen tool', '""___ have thought ...""', 'Giddy happiness', 'Recipe amt.', 'As far as one can recall', 'Hero role in ""The Force Awakens""', 'Country whose name is also a two-word sentence', 'Badgers', 'Crumbled froyo topping', 'Nickname for a young Darth Vader', 'Be really generous to a waiter', 'Words before ""I\'m going in""', 'List-ending phrase', 'Weighed, in a way, as a container', 'Orders', 'University in Montreal', ""Seniors' org."", '___ Heights', 'Mild cheese', 'Famous password stealer', 'Inundated', 'Trash-filled lot, e.g.', 'Shooting stars?', 'Green lights', 'Mountain ash', 'Been in bed', 'Shipping center', 'French film award', 'Some pears', 'Custardy dessert', 'Family Night entertainment', 'One with a large bill at breakfast?', 'Ones stationed at home', 'Told stories', ""McDonald's slogan introduced in 2003"", 'URL ending', 'Push', 'Ride option', 'Hollywood news', 'Businesswoman Huffington', 'Layer of skin', 'Wooden nickels, e.g.', 'Give a ring', 'Blind parts', 'Right-angle shape', 'Fit to be tied', '2006 film with massive profits in related toy sales', ""One of Mr. Poe's children in a Lemony Snicket book"", 'Back in', 'Oleaginous', 'Wrong', 'Blue side, for short', 'Fraud', '___ de guerre', 'French connections']"
2017-11-20,768.0,Monday,PETER GORDON,"['Three-syllable foot, as in ""bada-bing""', ""Hosp. diagnostic procedure that's noninvasive"", ""Cavity filler's deg."", 'German measles', 'Patronizes a restaurant', 'Nickname of Gen. Burgoyne in the American Revolution', '""Your turn,"" to a walkie-talkie user', 'Source of fresh water', ""Valentine's Day flower"", 'Parts of psyches', 'Skills that no one knows anymore', 'College fund-raiser targets', 'Sound after snap and crackle', 'Law', 'End of a close race', 'Ante matter?', 'Cookie cooker', '""Drove my Chevy to the ___ ..."" (""American Pie"" lyric)', 'Bit of turf on a golf course', 'St. Louis landmark', 'High-priced theater section', 'Dish made with romaine lettuce, croutons and Parmesan cheese', ""Busta Rhymes's music"", '___ Lanka', 'Irritable', 'Sombrero-wearing musician', 'Animal docs', 'United ___ Emirates', 'Exclamations during eclipses', 'Actress Skye', 'Coiner of the phrase ""alternative facts""', 'Taking a sabbatical, e.g.', '""Le Misanthrope"" playwright', '""You don\'t ___!""', 'Anthem writer Francis Scott ___', 'Had the helm', ""Jason's ship, in myth"", 'Cuatro + cinco', 'Rare blood type', 'Gas sold by the litre', 'Right-angled joint', 'Seattle ___ (1977 Triple Crown horse)', 'Domesticated', '___ Park, N.J.', 'Indian character on ""The Big Bang Theory""', 'Midori who lit the torch at the Nagano Olympics', 'Blood drive participant', 'Actress Kirsten', 'Eye woes', 'Henry ___, British Army officer who invented the exploding shell', 'What 17-, 33-, 47- and 66-Across exhibit, despite appearances to the contrary', '""How\'s it goin\'?""', 'Letters before a number on a beach bottle', 'Work like a dog', 'Unit of conductance', 'Suddenly bright stars', 'Electrically flexible', '___ Pet (kitschy gift)', 'Frère of un père', 'Place sheltered from worldly realities', 'Game company that created Sonic the Hedgehog', ""Dickens's Uriah ___"", 'Part of A.S.A.P.', '""Gone With the Wind"" plantation', 'Sombrero, e.g.', 'Ocasek of the Cars', '605, in ancient Rome', 'Keister', 'Powerful sharks', 'Ice show setting', 'Political campaign event', ""Bees' production"", 'Small drum', 'Clothes lines?', 'Edinburgh native', 'Observed closely', 'Tibetan ox', ""N.Y.C.'s Madison ___"", 'Bullring cheer']"
2017-11-21,948.0,Tuesday,BRIAN THOMAS,"['Wound on a dueler', 'Tarnish', 'Dwells (on)', 'Victor who wrote ""Les Misérables""', '""Here, boy!""', 'Benefit', 'Tennis score just before winning a game', '""This round\'s ___""', ""Like many a smoker's voice"", '""The race has just begun, and it looks like the car from Warsaw will ___!""', 'Religious recluse', 'Basic readings for a hospital patient', 'Lungful', ""Hook's henchman"", 'In good health', '""Listen! You can hear the thundering roar as the car from Moscow goes ___!""', 'Letters on a wanted poster', 'Supermarket IDs', 'Something kept in reserve?', 'Worry', 'Negative conjunction', '""We\'re getting close to the end as the car from Helsinki leads the way to the ___!""', 'Animal whose name sounds like a Greek letter', ""Andy's partner in old comedy"", 'Luau accessory', 'Wife in Oaxaca', 'Kind of fishing or diving', '""Wow! The car from Prague ekes out the victory by a nose and takes the ___!""', 'World Golf Hall-of-Famer Lorena', '""On the double!""', 'It ""keeps the cold out better than a cloak,"" per Longfellow', 'Nuisances', 'Bonkers', 'Eclipse, to some', ""Message to one's followers"", 'Hearty laugh', 'Online comment', 'Diamond, e.g.', 'Old royal house', 'Limber', 'Factor in diagnosing osteoporosis', ""Hustler's game"", 'Cartridge contents', 'Shallow water obstacle', 'Tubman of the Underground Railroad', 'Sailor\'s ""Stop!""', 'Person with dreads', 'Circle on a cube', 'Foxy', ""Sandinista's foe"", 'Rare grandfather clock numeral', ""Currier's partner in lithography"", 'Compare', 'Word in many university names', '""Wheel of Fortune"" turns', ""Timbuktu's land"", 'Steps up?', 'Barely ahead', 'Ponytail holder', 'Off-limits activity', 'Switch positions', 'Where China is', 'Desktop computer that runs Safari', 'Like many a new parent', 'Obey', 'Absorber of UV rays', 'Quaffed', 'Instant replay effect', 'Sites for Christmas lights', 'James Bond, e.g.', 'Imprecise, as a memory', 'Son of Rebekah', 'Make a decision', ""Crow's cry""]"
